MultiClassTsetlinMachineParallel,Parallel,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10
Settings:
Clauses:,20000.0
Threshold:,200000.0
S:,27.0
9x9Aya_Draw0,,91.1150,92.0017,92.4227,92.2372,92.3013,92.3338,92.6317,92.7184,92.5817,92.8517
9x9Aya_Draw1,,91.4436,91.7812,92.1646,92.6629,92.4197,92.6825,92.7282,92.6064,92.6616,93.2539
9x9Aya_Draw2,,91.7120,92.1167,92.3727,92.2124,92.6176,92.5590,92.4124,92.7466,92.7227,92.4013
9x9Aya_Draw3,,91.6082,91.9949,92.0205
