MultiClassTsetlinMachineParallel,Parallel,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10
Settings:
Clauses:,20000.0
Threshold:,4000.0
S:,27.0
9x9Aya_Draw0,,93.2240,93.3872,94.2782,93.7581,93.5915,93.8552,94.5492,93.7633,93.1881,94.0834
9x9Aya_Draw1,,93.0060,94.6381,94.2744,94.7402,93.6731,94.1295,94.2188,94.2184,93.0470,93.9958
9x9Aya_Draw2,,92.8393,93.9539,93.3979,93.8368,94.4210,94.2252,94.0432,93.8116,94.6705,94.0022
9x9Aya_Draw3,,93.1274
