orig_result,0_loss_pro,0_loss_neg,0_win_pro,0_win_neg,0_draw_pro,0_draw_neg,0_area_score,1_loss_pro,1_loss_neg,1_win_pro,1_win_neg,1_draw_pro,1_draw_neg,1_area_score,2_loss_pro,2_loss_neg,2_win_pro,2_win_neg,2_draw_pro,2_draw_neg,2_area_score,3_loss_pro,3_loss_neg,3_win_pro,3_win_neg,3_draw_pro,3_draw_neg,3_area_score,4_loss_pro,4_loss_neg,4_win_pro,4_win_neg,4_draw_pro,4_draw_neg,4_area_score,5_loss_pro,5_loss_neg,5_win_pro,5_win_neg,5_draw_pro,5_draw_neg,5_area_score,6_loss_pro,6_loss_neg,6_win_pro,6_win_neg,6_draw_pro,6_draw_neg,6_area_score,7_loss_pro,7_loss_neg,7_win_pro,7_win_neg,7_draw_pro,7_draw_neg,7_area_score,8_loss_pro,8_loss_neg,8_win_pro,8_win_neg,8_draw_pro,8_draw_neg,8_area_score,9_loss_pro,9_loss_neg,9_win_pro,9_win_neg,9_draw_pro,9_draw_neg,9_area_score
1.0,3081,18992,18447,6036,568,6793,4,1678,18992,19761,4225,568,8410,4,3561,14429,14784,5093,568,8410,4,3561,14429,14784,2657,570,6998,4,3561,12529,12634,3369,366,6796,4,3630,12347,13742,1941,570,7544,4,3630,6746,10995,1987,366,7342,8,3630,7568,12672,1271,570,9328,0,3630,4852,11358,1271,570,9204,0,2639,5668,11592,1271,423,9126,0
0.0,40965,1724,2757,41399,422,12594,-18,30149,1724,4380,29567,422,11730,-11,30622,961,2757,30026,620,11098,-15,21181,1724,3351,21840,500,10734,-15,20342,763,2560,21840,549,10734,-16,14995,763,2560,19293,571,9972,-16,14995,763,2560,17739,608,9972,-11,10529,961,2552,14098,679,9758,-20,10529,961,2552,12304,679,9758,-21,6655,763,1385,9727,670,7743,-18
0.0,20017,2039,2255,24003,67,3684,-24,14037,2039,2255,19960,67,2422,-24,12430,2039,2255,17212,93,4563,-27,9435,3049,885,17212,100,3969,-27,10385,3049,885,15448,109,3969,-27,5872,1010,885,14402,121,3969,-21,5852,0,2898,16574,119,5372,-23,3755,1010,885,13206,130,3969,-12,4614,1031,2898,14472,129,5372,-26,3664,2041,885,9185,155,4646,-26
0.0,2942,7046,7372,3928,3,6083,-12,1944,7046,10645,1562,3,6749,-12,2866,6363,7303,1562,3,7286,-13,2866,6363,8444,1562,3,7286,-9,2866,7163,4951,529,3,7286,-14,2866,6398,6932,529,19,7286,-13,2866,6398,5172,1072,19,7286,-14,2866,6398,6022,529,19,7286,-13,2866,5847,5053,1497,19,7286,-14,2866,6496,5053,529,19,5805,-14
1.0,1916,24787,22989,719,68,13507,6,714,25479,27210,719,68,13995,7,714,23511,22043,719,114,13995,7,0,23511,23065,0,144,14819,8,0,21549,19043,0,224,14990,8,0,23749,20309,0,206,14990,8,0,21937,17814,0,206,12444,5,0,23607,19029,0,206,11678,6,0,22506,16963,0,216,11678,6,0,22506,18102,0,225,11077,9
0.0,915,3689,3236,2414,38,8206,-3,915,3689,4036,1695,38,8125,-3,915,2802,2165,1695,68,8125,-6,915,2802,3642,1695,86,7205,-6,915,2228,3642,3375,86,6196,-7,2056,646,4104,1695,38,7004,-2,1476,2469,2085,1564,87,5346,-8,2056,646,4133,1695,38,7004,-3,2385,2469,2085,1564,87,5346,-9,3800,891,4732,1655,152,6429,-10
0.0,2360,4621,7960,4770,183,7206,-8,2360,4621,8786,3578,183,7206,-8,2360,3778,6921,3816,275,5036,-8,2360,3778,7747,2624,275,5036,-8,1353,3778,6921,2767,301,5036,-7,1353,3778,7747,1575,301,5036,-7,1353,3060,7747,1575,301,6257,-7,0,2090,7747,689,372,5531,-6,0,2090,7747,689,405,5531,-6,0,2090,7747,689,405,5531,-11
1.0,890,46492,37699,0,15,11938,24,0,48176,40736,0,15,11938,24,0,37411,32280,829,15,10343,23,0,40433,34677,829,15,12033,24,0,32395,26880,829,15,9676,24,0,32395,30286,829,20,11346,24,0,27314,24202,829,20,10392,23,0,28848,26229,829,20,11639,23,0,26613,21709,829,20,11639,23,0,26613,23252,829,20,11639,27
1.0,0,59697,49028,772,24,20558,27,0,61763,53552,772,24,23123,27,0,51177,43903,772,40,20535,27,0,54777,45916,0,40,21544,38,0,49770,39218,772,24,19112,26,0,54186,41298,0,40,18930,32,0,44797,34531,0,40,15213,31,0,45836,37876,0,40,17778,31,0,38277,31892,0,40,16043,31,0,38277,33938,0,40,16834,32
0.0,22086,3603,3053,22795,126,5715,-4,13401,3603,3053,22795,126,5715,-3,13842,2956,3053,14958,154,5715,-4,9064,2956,3053,10855,154,4117,-4,9064,1800,3053,10126,162,4117,-4,6017,2034,4830,13954,154,4035,-3,6017,2034,4830,13954,154,4035,-6,2387,0,3122,10090,246,3671,-9,2387,0,2245,10090,275,3671,-10,2387,1525,1001,8538,281,3892,-9
0.0,10199,5616,4818,14645,1021,4037,-6,7257,5616,6817,11355,1021,4037,-6,7257,4000,5777,11355,1021,4037,-7,4960,4000,5017,8479,1033,4037,-7,4960,3177,5017,8479,1033,4037,-7,4034,4149,5017,4392,1033,4037,-6,4034,3419,4058,4392,1057,4037,-6,4034,1427,7009,4392,1034,4037,-8,3205,3419,2022,2498,641,5520,-12,2418,697,3816,1986,608,6004,-9
1.0,4948,18456,18125,1017,18,15967,14,3773,18456,21374,1017,27,16738,14,3773,16341,16760,1017,34,16738,14,3773,17747,17795,0,34,16188,14,3773,15272,13689,0,34,15206,14,3773,17347,15580,0,34,15329,14,3773,11786,13535,969,34,15329,10,3042,11786,14585,969,55,15329,11,3773,10464,10823,0,27,15767,10,3773,11251,11751,0,27,16680,10
1.0,0,43291,35913,0,57,16664,26,0,44616,38074,0,57,17273,26,0,37066,31978,0,57,17273,25,0,35806,35131,0,57,16212,25,0,28647,30869,0,57,15543,24,0,30403,33007,0,57,16926,25,0,33079,28650,0,107,16141,24,0,33802,30915,0,150,16399,24,0,32504,27289,0,153,15869,21,0,32504,29215,0,153,17029,22
1.0,4880,23234,21621,9170,411,4118,1,4033,24005,20571,4640,411,4628,1,4033,16941,16892,4640,413,4628,1,2956,15061,17754,3370,417,4628,1,2956,15649,16852,4640,460,4648,1,2956,13769,17714,3370,464,4648,1,2956,13232,15716,3370,464,3990,1,1006,11270,14127,750,459,3128,9,1006,9454,12757,1228,538,4903,10,1006,11270,13051,0,479,3128,10
1.0,0,46582,45738,1129,126,13825,22,0,47760,48088,0,126,13825,22,0,42291,35139,0,126,12898,22,0,42291,37088,0,126,13540,22,0,34275,29918,1296,126,11821,22,0,30087,30941,0,126,12562,22,0,22869,24526,0,126,11046,22,0,23877,25660,0,126,11791,22,1153,19788,20322,0,126,11791,13,925,26855,21748,0,173,9563,22
1.0,0,44949,48101,0,59,16959,29,0,49220,51265,0,77,19956,29,0,41542,43623,0,77,18104,24,0,43865,45801,0,127,17045,35,730,36187,39244,0,127,15193,30,0,34823,41046,0,127,13767,30,0,31484,35211,0,127,11792,30,0,32444,37226,0,127,12311,31,0,27145,31737,0,142,14659,29,0,27121,33364,0,127,11625,27
0.0,122784,0,0,149180,21,34371,-85,104956,0,0,135737,21,31544,-55,109379,0,0,131306,21,33454,-58,90571,0,0,116696,22,29115,-57,95781,0,0,115799,22,29954,-58,77319,0,0,100903,22,26147,-59,81762,0,0,103467,40,27853,-60,66567,0,0,91573,22,27762,-60,71010,0,0,94137,40,28471,-60,59712,0,0,85143,38,25490,-61
0.0,11739,12683,10930,7954,202,3651,-11,11739,14859,10930,4437,202,4249,0,11739,12773,8815,4437,211,4249,0,10494,14859,9869,3543,202,4249,-11,9334,12017,7674,2546,218,4795,-11,6716,10928,8735,2546,218,4795,-2,8089,12017,6640,1652,450,4017,-11,6004,12017,6640,826,459,3421,-3,6004,7721,5620,826,459,3918,-3,5078,9955,5717,826,459,3421,-2
1.0,0,31670,28114,1524,290,7587,16,0,31670,30458,760,290,7582,16,0,21843,23119,760,117,8583,9,0,24113,25252,760,116,6077,16,0,17845,20608,760,295,5886,9,0,16440,22006,760,139,8569,6,0,17845,18790,760,121,7463,9,0,17845,19975,760,121,7458,9,0,11631,17518,760,236,6115,8,0,10559,18499,760,236,7998,8
0.0,23059,935,723,16342,50,14042,-27,17227,935,723,16342,50,10939,-24,16232,935,723,16342,24,12541,-27,11210,935,723,16342,24,9438,-24,12198,935,723,16342,24,9438,-24,8812,935,723,10687,24,9438,-24,9679,935,723,10687,24,10276,-24,7527,935,723,9704,24,8553,-24,7527,935,723,10511,103,7852,-25,6574,1927,723,10511,112,7173,-25
1.0,3794,2996,8952,719,98,5033,-5,3794,2996,9751,719,192,5033,-4,3794,2313,8851,1566,196,4267,-1,3794,2313,8851,719,213,5107,-1,3794,2313,7150,719,213,6585,-1,2625,1257,8076,719,274,5107,-1,2625,1257,6375,719,274,5900,-1,2625,0,6851,719,279,5107,0,3794,0,6506,719,283,6512,-1,2625,0,6851,719,309,5107,5
1.0,2260,15067,14083,699,366,6471,11,2260,15905,14943,0,366,6471,11,2260,10862,9023,0,366,6471,10,1029,10862,10202,0,368,6255,10,1029,10755,6921,0,368,6255,10,1029,10755,8062,0,385,6255,10,1029,10117,6829,0,385,6907,5,0,10117,7864,0,391,7731,5,0,8504,6723,0,465,7634,5,0,11299,7721,0,394,7073,6
0.0,27643,1162,2851,20970,29,9840,-22,21073,1762,2851,13640,29,10204,-19,20916,1162,2851,13624,33,6460,-21,15182,1762,1759,9782,29,6824,-18,14736,0,2851,10321,56,4938,-22,10390,1762,1759,8043,43,6824,-18,10390,600,688,8043,51,6499,-20,7859,600,1780,7083,80,7292,-16,8585,600,1780,8573,80,6332,-19,5670,0,2851,4776,108,6691,-19
0.0,28760,0,885,26978,99,12185,-28,19854,764,885,23128,103,11094,-25,18957,0,885,21195,99,12999,-28,13420,764,885,18670,103,13320,-25,14230,764,885,18670,103,13320,-26,11423,764,885,12619,138,10997,-25,11423,764,885,12619,138,10438,-25,9325,764,885,11642,144,11885,-26,9325,764,885,11642,144,11885,-26,7271,764,885,11642,151,11232,-26
1.0,890,35694,26322,1425,1186,4869,8,890,36520,28096,1425,1428,4732,8,890,25477,21842,1425,1076,4732,8,890,25879,23004,1425,1111,4732,8,890,19276,18745,1425,999,4732,8,890,19276,19884,1425,999,4131,8,890,19276,17712,2618,999,4131,0,890,19276,17712,1425,999,4131,2,0,19178,14571,1425,999,4299,4,2133,15488,15503,1425,999,5253,1
1.0,3682,16922,16716,1823,541,6518,-1,2902,16922,17772,1823,567,6518,-1,2902,10880,13849,1823,567,4511,-1,2902,11699,14473,958,595,5479,-2,2902,9612,11928,958,621,4511,-2,2902,9612,11928,0,634,5936,-5,3682,6885,10109,0,684,5224,3,2902,6885,11165,0,714,5224,3,2902,5550,9700,0,747,6653,-7,2902,3659,10007,0,747,6653,1
1.0,1309,25489,30206,793,13,11520,4,1309,24733,32346,793,15,11520,15,1309,17253,24931,793,15,8811,12,1309,17253,26217,793,67,9650,20,1309,14127,19161,793,67,9650,20,1309,13222,20427,793,67,8771,21,1309,12233,18269,1651,67,5791,15,0,13010,19063,793,24,5878,12,0,11479,16270,793,28,5878,12,0,10625,17172,0,30,5878,14
1.0,4355,9239,10421,7503,517,2302,-13,2886,9239,11461,4657,517,3457,-13,2886,6796,8968,4053,522,3457,-13,2886,6099,8968,2334,545,3457,-13,3778,4161,7898,2334,545,2640,-8,2886,6099,8719,1528,689,3457,-6,2886,6099,8719,1528,696,3457,-6,2886,6099,9671,1528,696,3457,-1,2886,6099,9671,1528,696,3457,-1,2886,6727,10431,1528,696,3457,2
0.0,15048,4828,9489,17145,205,5169,-3,11857,5801,9489,10403,205,5169,-2,7172,4735,6712,15001,205,6543,5,4645,4735,6712,10219,205,6145,6,5595,4735,6712,10219,208,6145,6,6981,4828,7647,4736,205,5268,2,5941,4805,7025,5791,216,6952,1,5696,4667,7647,1878,216,5739,4,5696,5627,6277,1878,269,5023,3,4966,2664,8314,1878,216,5001,9
1.0,7934,8093,4335,3068,101,6206,-16,5144,8093,5625,1520,101,6206,-16,5144,8093,3523,1520,101,6206,-19,3823,1834,5548,656,83,7414,-13,3823,1834,4531,656,83,5661,-14,3823,2912,5308,656,89,5661,-14,3823,2912,5308,1150,89,6326,-15,3823,2912,5308,494,89,6594,-14,3823,2912,5308,494,89,6594,-7,2929,2912,5308,0,112,6594,-6
1.0,3600,16193,13972,3396,93,6734,-2,2523,16193,15169,2553,93,6734,-1,3600,14255,10952,1569,104,7406,-2,3600,15243,12266,1569,104,7406,1,4509,14171,9743,1569,120,7452,0,3432,11911,9743,656,120,7452,0,3432,10148,8455,656,120,8123,-1,3432,10148,9310,656,120,8123,0,3432,10148,8455,1255,120,8769,9,2403,10737,8495,599,120,7284,9
0.0,25557,0,2289,23599,24,10976,-9,21503,0,976,17687,24,10991,0,21160,0,2289,20299,24,9970,-9,18974,1814,2289,15178,24,8338,-9,17887,0,2289,18559,24,9970,-14,16568,1814,2289,14428,24,9722,-14,15585,0,2289,17615,38,9970,-16,13827,1814,976,10394,30,7967,-17,13365,810,976,12723,143,11559,-14,11346,1814,976,8828,129,8233,-23
0.0,29707,2270,1816,38709,0,12411,-12,23079,2270,3130,25233,0,11682,-12,24004,2270,2246,25233,10,10724,-12,16072,1275,3130,19049,0,10685,-12,16997,1275,2246,19049,10,9727,-12,13235,1275,2246,14794,10,9727,-11,14099,1275,932,14794,10,9727,-11,10332,1275,2017,10314,10,7049,-8,11142,1275,932,10314,10,7049,-8,8139,1275,2246,9270,84,5536,-8
1.0,4352,12590,12939,2463,934,5173,3,4352,12590,13945,2463,978,5173,3,4352,10738,9920,2463,978,5173,10,2653,10664,9920,1644,820,4388,10,2653,8191,8800,1644,1015,4388,5,2653,8191,8800,1644,1096,4388,10,2653,6437,7887,1644,1091,4894,7,1761,5858,8692,1644,1103,5804,9,1761,5858,7750,1644,1103,5804,9,1761,5117,8664,1644,1231,6310,11
0.0,17215,649,886,21919,50,7240,-17,13808,2111,886,17006,51,7240,-5,13502,649,886,17798,50,7240,-7,10192,649,886,12845,53,7724,-4,11183,649,0,14118,53,7142,-5,8766,649,0,11380,53,8130,-4,8779,0,0,9051,51,8111,-5,7962,2111,886,6141,54,9314,-9,6708,0,800,6813,51,8751,-6,5980,0,886,6277,53,8595,-4
1.0,604,72841,62394,869,99,25704,34,604,76748,64815,0,99,26662,34,604,61013,55325,0,99,23338,34,604,62136,58104,0,217,25355,25,604,51094,48792,0,217,23403,25,604,52609,50355,0,228,23662,25,604,46980,42349,0,217,23158,24,604,46269,43754,0,264,23382,21,604,39942,37551,0,268,23382,20,604,40923,38634,0,268,24573,20
0.0,43570,0,721,60529,82,8145,-44,33543,0,721,50757,118,7095,-33,36331,0,721,51763,118,7095,-34,27936,0,721,31423,82,6168,-36,29959,0,721,32815,82,6895,-36,23864,0,721,28794,82,6339,-29,25116,0,721,28794,82,6339,-30,19271,0,721,17220,82,5448,-29,20361,0,721,17220,82,5448,-30,15095,0,721,11261,88,5448,-31
1.0,1105,15012,22444,1746,591,4948,8,1105,15012,23663,1746,591,5730,8,1105,14314,18423,1746,591,4533,8,1105,14314,19262,1746,654,4533,8,1105,9214,14741,920,595,5321,8,1105,9214,15532,1596,764,5321,8,1105,7161,14378,1596,764,5321,8,1105,8352,14657,1596,827,4539,8,1105,8352,14657,1596,922,4539,8,1105,8352,14657,1596,987,4539,19
1.0,3182,25226,23832,5076,506,5369,6,3182,25997,24747,1089,506,5950,6,3182,17693,18067,1089,506,5514,3,806,16875,18999,0,506,5514,6,806,16875,15511,0,506,4856,2,806,12861,17081,0,506,4856,1,806,12861,14764,0,506,4856,-3,806,9679,16431,0,29,5393,-1,806,9679,14114,0,29,5393,-5,806,9679,14832,0,29,5393,-1
1.0,779,5641,14633,2605,28,4322,0,779,6404,16415,1645,28,4322,-3,779,5641,12682,1645,28,4322,-11,779,5641,14519,1645,33,4322,-10,779,4602,11443,1645,33,4296,-11,779,4602,12549,1645,33,5182,-11,779,3543,10413,1645,33,5182,-8,779,3543,11328,1645,44,5923,-8,0,3543,9890,1645,33,6543,-27,0,4173,10608,1645,33,6543,-26
1.0,1688,18842,15409,2294,149,4415,8,1688,19802,17398,2294,149,6125,8,2293,18820,13567,1593,149,4415,11,2293,19780,15556,1593,149,6125,11,2293,19017,14415,1593,149,4353,11,2293,16855,15583,1593,298,4353,11,2293,15070,14529,1593,298,4353,11,2293,15070,15585,1593,329,4819,16,2293,15070,14537,619,329,4819,19,1446,14080,15397,619,332,4002,20
1.0,1341,17238,17640,0,275,12274,6,780,18092,19747,0,275,13192,6,1959,15079,14694,0,275,10671,6,1959,15771,15713,0,275,12338,6,0,10575,12524,0,279,11095,6,0,16374,13850,0,279,14343,30,0,10575,11705,0,290,11809,30,0,11267,12724,0,290,13476,30,0,8455,11857,0,290,12735,30,0,12116,12700,0,331,13476,30
0.0,2729,1195,1222,705,125,4334,-20,0,1195,2154,705,125,3542,-17,0,1195,932,705,125,3542,-17,0,0,2154,705,126,4829,-20,0,1195,932,0,230,3542,-21,0,1195,1567,0,347,3542,-21,0,0,1567,0,348,4829,-24,0,0,2789,705,274,5393,-23,0,0,2789,705,291,5939,-23,0,0,2789,705,291,6436,-38
0.0,12165,4072,6712,13836,18,6100,-23,8902,6111,6712,12182,18,6100,-23,10252,5091,4027,11233,18,5408,-24,6837,7288,6712,10313,18,3587,-23,6989,5091,4027,10313,18,6193,-24,5292,5868,4027,9585,18,5388,-23,5292,4657,4027,8541,18,6010,-24,4815,3613,6712,4715,18,4210,-24,4604,4757,2802,7047,60,3567,-10,5777,3613,5451,1614,94,4057,-24
1.0,2651,11656,10679,0,155,8434,10,2651,11656,12499,0,155,8434,10,2651,8624,9924,0,162,8434,10,2651,8624,11870,0,162,8434,10,2651,7322,10808,0,232,8434,10,1842,6986,12167,0,193,6852,10,1842,6986,12167,0,215,6852,19,1842,6986,13201,0,215,6852,19,1842,6986,13201,0,215,6160,19,1842,6986,13201,0,477,6799,19
1.0,858,31993,34544,1122,9,11575,12,858,34606,36440,0,9,12362,13,858,28348,26448,0,9,10190,13,858,23277,29370,0,34,13666,23,858,21644,23290,0,22,13756,13,858,20631,26395,0,34,14598,24,0,24652,21250,0,9,10542,17,0,17335,24294,0,34,13241,27,0,15797,20553,0,53,13171,22,0,17402,22620,0,42,14574,32
0.0,34166,3534,795,31821,538,6245,-10,21855,3534,1950,22415,538,5208,-10,21855,1630,0,22415,542,5741,-10,13133,2421,0,14408,816,3908,-10,14087,2421,0,14408,816,3908,-10,9992,2421,0,12537,816,4392,-6,9038,1342,0,11859,816,5054,-11,7321,2421,0,10430,816,4929,-6,7025,1630,0,10604,946,4392,-3,4354,1630,0,8497,946,4929,-3
1.0,950,22254,26300,913,10,13975,10,950,22254,28292,913,10,13975,10,950,20529,23294,913,10,14789,10,950,20529,24094,0,10,14010,13,950,14407,20693,0,10,11333,13,950,13594,21799,0,19,11333,13,950,12859,18492,0,19,10179,13,950,10304,19623,0,19,11876,19,950,9009,17229,0,19,11353,16,0,8764,18729,0,48,10650,14
0.0,41645,1843,0,30925,74,19077,-26,31343,1843,0,22542,80,15098,-25,33843,1843,583,23226,80,15098,-25,24785,1689,0,21362,74,16849,-20,26531,1689,583,22046,74,16849,-20,17865,1689,0,14624,74,16806,-24,18851,1689,583,15308,74,16806,-24,11809,1689,583,14495,74,18142,-24,11809,751,583,14495,74,18815,-24,7792,751,1606,11153,74,19556,-21
1.0,3950,12457,16958,2861,41,5867,-2,3950,12457,18990,2861,102,5867,-2,3950,9339,13927,2861,102,4969,-6,3950,9339,14841,2079,102,4969,-3,3950,5366,10857,782,102,3770,-3,4824,7331,12197,0,192,5665,-7,4824,4354,9554,0,192,4805,-4,1957,7731,9848,0,71,5605,16,1957,5134,8789,0,71,4707,9,1957,5134,9525,0,169,4707,13
0.0,57031,0,2113,69694,24,22919,-46,43144,0,2113,56782,24,21068,-29,45711,0,2113,56782,24,21068,-30,32804,0,2113,49825,24,15771,-29,34859,0,885,51098,24,16520,-30,25672,0,2113,42414,125,18613,-30,26968,0,2113,42414,125,18613,-31,18736,0,885,35173,41,15583,-30,19877,0,885,35173,43,16412,-30,14855,0,2004,30311,97,15200,-30
0.0,38305,0,0,33879,17,11307,-21,29284,0,0,26495,17,9895,-21,26949,0,1887,22196,75,9085,-29,19474,0,1887,16889,75,8430,-21,19474,0,896,16889,87,8430,-21,14496,0,896,13313,87,8410,-21,14496,0,896,12447,87,8410,-29,11246,0,896,9967,87,7032,-29,11246,0,896,9967,90,7730,-30,9448,0,896,8304,90,7730,-30
0.0,107743,756,800,98181,78,26857,-62,90493,756,800,75007,78,23726,-49,92801,756,800,84196,78,25632,-49,74898,756,800,64410,78,22501,-48,76340,0,0,75870,78,24919,-51,62300,0,0,56084,78,21788,-46,64779,0,0,56084,78,22354,-46,53643,0,0,43783,78,21857,-47,54847,0,0,43783,78,21857,-51,44612,756,800,35338,28,17573,-47
1.0,1093,55086,54646,0,172,18234,22,1093,55086,57751,0,172,18941,23,0,42878,45541,0,197,16074,22,0,54000,47665,0,172,18897,23,0,39881,38187,0,197,15730,22,0,35989,40522,0,197,17223,23,0,32075,33519,0,197,17223,22,0,31592,35672,0,289,12415,22,0,23800,29549,0,289,11441,21,0,37019,31660,0,289,16154,22
0.0,11863,1896,5560,13246,64,3529,-18,8361,1896,5560,11137,68,3529,-18,8361,1027,3906,10230,68,3529,-21,6629,1825,5336,7079,80,3529,-7,5387,0,4404,8879,94,4366,-10,3668,1027,2750,9958,74,3529,-11,3668,1027,2750,9958,74,3529,-14,2790,1027,2750,7311,74,3529,-13,2790,1027,2750,7311,74,3529,-16,1957,1027,2750,7311,174,3535,-16
0.0,59021,995,0,57733,34,19321,-49,48271,995,0,44512,34,19321,-44,50693,995,629,45256,34,19321,-44,40666,995,629,36597,34,17585,-32,43875,1753,629,38707,63,20029,-40,34989,1753,629,30048,63,18293,-32,36606,995,629,32514,64,17406,-34,30263,1753,629,23832,63,18202,-34,30591,0,629,28044,35,16025,-35,24982,995,629,21773,63,17567,-31
0.0,6869,6444,9232,4585,28,8364,-5,6869,6444,10221,3436,28,7898,-8,6869,5594,8187,3436,44,7898,-8,6869,6371,8187,1543,44,7898,-8,6869,6371,7090,1543,44,7898,-11,3860,5237,8042,852,148,7442,-11,3860,3831,7007,852,148,7295,-11,3860,3831,8254,852,48,7295,-11,3860,4896,6640,852,144,6321,-11,3860,4896,7887,852,44,7094,-11
0.0,9557,826,2972,5854,14,13639,-18,7288,0,2972,5854,17,13665,-15,8391,826,2972,5097,31,13639,-15,7023,826,2972,5097,114,12618,-23,7023,826,2972,5097,120,12618,-23,5787,826,2972,2911,43,10999,-14,5787,826,2972,2911,49,10999,-14,4848,826,2972,2911,49,10999,-11,4848,826,2972,2911,67,11697,-11,4136,826,2972,2250,67,10215,-11
1.0,3195,12130,16843,2586,18,9269,14,2312,13720,19342,1625,30,10400,14,3195,12203,13834,793,19,6721,11,2312,13793,16333,793,31,7852,11,2312,10423,13398,1521,40,7852,1,2312,10423,14386,728,40,7852,2,1979,9764,11891,754,70,4730,11,1096,11354,13347,754,82,5861,11,1096,7978,11891,754,82,4913,14,1096,11860,13347,754,141,5861,11
1.0,0,22095,23453,917,303,9910,6,0,21189,25450,0,303,10919,10,0,15563,18704,0,303,9965,10,0,15563,19806,0,303,9965,11,0,14625,15233,0,310,9965,10,0,13173,16437,0,310,12587,10,0,12949,12679,0,303,7772,13,0,12011,13721,0,310,9288,12,0,6138,10703,0,346,8007,13,0,8754,11786,0,326,7352,11
0.0,16942,4499,8004,5475,84,4398,-5,14749,5396,8004,5475,187,5092,-5,15202,4499,7296,5475,299,2757,-5,11044,2719,7296,3163,238,5180,-6,11044,1791,6098,2309,390,5116,-10,11194,4379,7296,5475,412,4213,-6,10180,2719,7296,4695,386,5131,-7,9015,3616,7296,4695,489,5825,-7,8756,2719,6545,3163,335,6484,-7,8408,3616,8128,3163,480,5549,20
1.0,0,35017,36082,2211,174,9157,24,0,35783,37165,1079,174,9826,25,0,29669,29701,1079,174,9160,25,0,29669,30859,1079,174,9867,25,0,27718,25431,1079,174,8978,23,0,26545,26676,543,178,9770,23,0,21579,23156,543,178,9770,23,0,20759,24854,543,375,9770,23,0,18134,21840,543,420,9583,20,0,20692,23011,543,375,10439,26
1.0,1439,45866,40046,678,188,26814,21,1439,46924,43196,678,193,26814,34,659,42033,34640,0,188,24779,21,659,43091,37790,0,193,24779,22,659,34709,31968,678,202,22755,23,659,36669,34177,0,202,22755,23,659,31908,29318,0,189,18768,24,659,33604,32106,0,202,19911,23,659,26536,27769,0,202,17138,23,659,28332,30614,0,194,19121,26
1.0,0,33021,36843,1949,157,16338,21,0,36532,41011,0,157,17721,21,0,30843,32454,0,172,16341,21,0,32937,34589,0,172,17048,21,0,27062,25982,0,280,15130,23,0,25939,27407,0,172,17048,23,0,22284,22954,0,181,16236,19,0,25689,24324,0,192,18453,19,0,20821,19743,0,192,18453,19,1003,23761,20887,0,300,17343,19
1.0,1074,29203,32550,1549,26,14711,26,0,32399,34446,848,26,15415,26,0,27308,28052,848,37,13732,26,0,30445,29945,0,59,15668,26,0,25513,25051,0,59,13349,22,0,25052,28091,0,87,13275,22,0,23661,23574,0,95,13349,18,0,22527,25464,0,152,14677,22,0,22723,22710,0,87,13512,26,0,18507,24138,0,152,12922,26
1.0,1155,34739,35390,749,111,9684,21,1155,35945,37191,0,111,9684,21,1155,31372,29998,0,111,8906,16,1155,32130,32026,0,231,8906,16,1155,26084,25719,0,111,11253,12,1155,26842,27747,0,231,11253,12,1155,19527,24001,968,111,11380,11,1155,20285,26029,968,231,11380,11,0,17678,20868,0,141,9836,11,0,19984,22005,0,261,9085,14
0.0,5724,5291,6223,7842,88,4720,6,4776,6987,6223,4840,88,4808,6,4776,5589,4039,4840,88,4808,6,5712,6391,4888,2646,88,4808,7,5712,6391,3861,2646,88,4808,7,5603,3202,5902,1954,101,3730,8,4655,4898,3698,1122,88,4007,6,5603,3103,4882,0,122,2158,10,5603,2301,3855,0,122,2158,10,5603,1538,5749,832,121,1337,7
0.0,26644,1843,1593,25608,362,8067,-30,20548,1843,1593,19978,362,8067,-24,20548,802,885,19978,362,7346,-26,14865,1757,885,13974,362,6349,-26,15873,1757,885,13091,362,5862,-27,12000,1757,885,12362,381,5862,-27,12556,1757,885,12362,434,6514,-31,8844,802,885,10880,471,7001,-31,8844,802,885,9724,476,7001,-31,7447,1757,885,7508,582,5573,-28
0.0,17062,3297,2756,25919,394,4403,-17,13802,3297,2756,22783,349,4887,-14,13639,3297,2756,18397,422,5428,-18,8672,2196,1872,18298,387,4887,-14,9531,2196,843,18298,387,5371,-14,6442,1395,1872,17188,387,3866,-15,7301,1395,843,17188,387,4350,-15,5188,1395,843,10988,349,2516,-15,5988,1395,843,10988,349,3595,-18,5988,2577,843,10988,349,2973,-18
0.0,76586,0,1868,77688,24,21974,-56,62555,0,1868,67013,51,19078,-52,67315,0,1868,67944,24,21814,-50,52714,0,1868,59322,51,17814,-41,55303,0,1868,61529,55,19344,-45,43612,0,1868,48807,24,16340,-46,45661,0,1868,47981,24,16340,-47,34039,0,1868,45144,55,14974,-43,36088,0,1868,44318,55,14974,-44,26697,0,1868,38069,103,17519,-45
1.0,2353,29749,34998,1727,31,14624,18,2353,29749,36997,793,37,16637,18,2353,27815,27078,934,34,12022,22,1122,27677,29199,793,37,12718,17,1122,24763,22898,793,37,12718,16,1122,24763,24751,0,40,12135,21,2353,20097,21119,934,34,15174,17,2353,20097,22364,0,40,16604,17,1122,19580,20444,1688,34,12528,18,1122,19580,22556,754,40,13242,18
