orig_result,0_area,0_result,0_score,1_area,1_result,1_score,2_area,2_result,2_score,3_area,3_result,3_score,4_area,4_result,4_score,5_area,5_result,5_score,6_area,6_result,6_score,7_area,7_result,7_score,8_area,8_result,8_score,9_area,9_result,9_score
1.0,29,1,39968,29,1,44657,22,1,36141,22,1,40928,22,1,34741,22,1,38632,22,1,34366,21,1,37315,21,1,33049,21,1,34406,29,1,44657,22,1,36141,22,1,40928,22,1,34741,22,1,38632,22,1,34366,21,1,37315,21,1,33049,21,1,34406,29,1,44657,22,1,36141,22,1,40928,22,1,34741,22,1,38632,22,1,34366,21,1,37315,21,1,33049,21,1,34406,29,1,44657,22,1,36141,22,1,40928,22,1,34741,22,1,38632,22,1,34366,21,1,37315,21,1,33049,21,1,34406,29,1,44657,22,1,36141,22,1,40928,22,1,34741,22,1,38632,22,1,34366,21,1,37315,21,1,33049,21,1,34406,29,1,44657,22,1,36141,22,1,40928,22,1,34741,22,1,38632,22,1,34366,21,1,37315,21,1,33049,21,1,34406,29,1,44657,22,1,36141,22,1,40928,22,1,34741,22,1,38632,22,1,34366,21,1,37315,21,1,33049,21,1,34406,29,1,44657,22,1,36141,22,1,40928,22,1,34741,22,1,38632,22,1,34366,21,1,37315,21,1,33049,21,1,34406,29,1,44657,22,1,36141,22,1,40928,22,1,34741,22,1,38632,22,1,34366,21,1,37315,21,1,33049,21,1,34406
1.0,22,1,30438,22,1,32643,9,1,26017,9,1,28129,8,1,22643,8,1,24472,8,1,20673,12,1,22007,11,1,18275,13,1,19282,22,1,32643,9,1,26017,9,1,28129,8,1,22643,8,1,24472,8,1,20673,12,1,22007,11,1,18275,13,1,19282,22,1,32643,9,1,26017,9,1,28129,8,1,22643,8,1,24472,8,1,20673,12,1,22007,11,1,18275,13,1,19282,22,1,32643,9,1,26017,9,1,28129,8,1,22643,8,1,24472,8,1,20673,12,1,22007,11,1,18275,13,1,19282,22,1,32643,9,1,26017,9,1,28129,8,1,22643,8,1,24472,8,1,20673,12,1,22007,11,1,18275,13,1,19282,22,1,32643,9,1,26017,9,1,28129,8,1,22643,8,1,24472,8,1,20673,12,1,22007,11,1,18275,13,1,19282,22,1,32643,9,1,26017,9,1,28129,8,1,22643,8,1,24472,8,1,20673,12,1,22007,11,1,18275,13,1,19282,22,1,32643,9,1,26017,9,1,28129,8,1,22643,8,1,24472,8,1,20673,12,1,22007,11,1,18275,13,1,19282,22,1,32643,9,1,26017,9,1,28129,8,1,22643,8,1,24472,8,1,20673,12,1,22007,11,1,18275,13,1,19282
1.0,29,1,45810,29,1,49280,13,1,37597,14,1,40779,13,1,31862,14,1,34261,13,1,27550,13,1,29945,12,1,23583,13,1,25982,29,1,49280,13,1,37597,14,1,40779,13,1,31862,14,1,34261,13,1,27550,13,1,29945,12,1,23583,13,1,25982,29,1,49280,13,1,37597,14,1,40779,13,1,31862,14,1,34261,13,1,27550,13,1,29945,12,1,23583,13,1,25982,29,1,49280,13,1,37597,14,1,40779,13,1,31862,14,1,34261,13,1,27550,13,1,29945,12,1,23583,13,1,25982,29,1,49280,13,1,37597,14,1,40779,13,1,31862,14,1,34261,13,1,27550,13,1,29945,12,1,23583,13,1,25982,29,1,49280,13,1,37597,14,1,40779,13,1,31862,14,1,34261,13,1,27550,13,1,29945,12,1,23583,13,1,25982,29,1,49280,13,1,37597,14,1,40779,13,1,31862,14,1,34261,13,1,27550,13,1,29945,12,1,23583,13,1,25982,29,1,49280,13,1,37597,14,1,40779,13,1,31862,14,1,34261,13,1,27550,13,1,29945,12,1,23583,13,1,25982,29,1,49280,13,1,37597,14,1,40779,13,1,31862,14,1,34261,13,1,27550,13,1,29945,12,1,23583,13,1,25982
1.0,2,1,11523,2,1,12781,1,1,8396,1,1,10263,1,1,8431,1,1,9954,-5,1,8196,0,1,8871,0,1,7777,-5,1,8343,2,1,12781,1,1,8396,1,1,10263,1,1,8431,1,1,9954,-5,1,8196,0,1,8871,0,1,7777,-5,1,8343,2,1,12781,1,1,8396,1,1,10263,1,1,8431,1,1,9954,-5,1,8196,0,1,8871,0,1,7777,-5,1,8343,2,1,12781,1,1,8396,1,1,10263,1,1,8431,1,1,9954,-5,1,8196,0,1,8871,0,1,7777,-5,1,8343,2,1,12781,1,1,8396,1,1,10263,1,1,8431,1,1,9954,-5,1,8196,0,1,8871,0,1,7777,-5,1,8343,2,1,12781,1,1,8396,1,1,10263,1,1,8431,1,1,9954,-5,1,8196,0,1,8871,0,1,7777,-5,1,8343,2,1,12781,1,1,8396,1,1,10263,1,1,8431,1,1,9954,-5,1,8196,0,1,8871,0,1,7777,-5,1,8343,2,1,12781,1,1,8396,1,1,10263,1,1,8431,1,1,9954,-5,1,8196,0,1,8871,0,1,7777,-5,1,8343,2,1,12781,1,1,8396,1,1,10263,1,1,8431,1,1,9954,-5,1,8196,0,1,8871,0,1,7777,-5,1,8343
1.0,4,1,6870,4,1,7653,-15,1,6852,-15,1,7606,-15,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,4,1,7653,-15,1,6852,-15,1,7606,-15,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,4,1,7653,-15,1,6852,-15,1,7606,-15,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,4,1,7653,-15,1,6852,-15,1,7606,-15,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,4,1,7653,-15,1,6852,-15,1,7606,-15,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,4,1,7653,-15,1,6852,-15,1,7606,-15,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,4,1,7653,-15,1,6852,-15,1,7606,-15,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,4,1,7653,-15,1,6852,-15,1,7606,-15,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,4,1,7653,-15,1,6852,-15,1,7606,-15,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606,0,1,7606
0.0,-39,0,35548,-28,0,26868,-28,0,27323,-28,0,20265,-39,0,21306,-30,0,16649,-29,0,17223,-27,0,13521,-31,0,14217,-28,0,10975,-28,0,26868,-28,0,27323,-28,0,20265,-39,0,21306,-30,0,16649,-29,0,17223,-27,0,13521,-31,0,14217,-28,0,10975,-28,0,26868,-28,0,27323,-28,0,20265,-39,0,21306,-30,0,16649,-29,0,17223,-27,0,13521,-31,0,14217,-28,0,10975,-28,0,26868,-28,0,27323,-28,0,20265,-39,0,21306,-30,0,16649,-29,0,17223,-27,0,13521,-31,0,14217,-28,0,10975,-28,0,26868,-28,0,27323,-28,0,20265,-39,0,21306,-30,0,16649,-29,0,17223,-27,0,13521,-31,0,14217,-28,0,10975,-28,0,26868,-28,0,27323,-28,0,20265,-39,0,21306,-30,0,16649,-29,0,17223,-27,0,13521,-31,0,14217,-28,0,10975,-28,0,26868,-28,0,27323,-28,0,20265,-39,0,21306,-30,0,16649,-29,0,17223,-27,0,13521,-31,0,14217,-28,0,10975,-28,0,26868,-28,0,27323,-28,0,20265,-39,0,21306,-30,0,16649,-29,0,17223,-27,0,13521,-31,0,14217,-28,0,10975,-28,0,26868,-28,0,27323,-28,0,20265,-39,0,21306,-30,0,16649,-29,0,17223,-27,0,13521,-31,0,14217,-28,0,10975
0.0,-66,0,82747,-48,0,64623,-49,0,64311,-51,0,49378,-51,0,52342,-48,0,41004,-50,0,43538,-49,0,34166,-50,0,35717,-49,0,28524,-48,0,64623,-49,0,64311,-51,0,49378,-51,0,52342,-48,0,41004,-50,0,43538,-49,0,34166,-50,0,35717,-49,0,28524,-48,0,64623,-49,0,64311,-51,0,49378,-51,0,52342,-48,0,41004,-50,0,43538,-49,0,34166,-50,0,35717,-49,0,28524,-48,0,64623,-49,0,64311,-51,0,49378,-51,0,52342,-48,0,41004,-50,0,43538,-49,0,34166,-50,0,35717,-49,0,28524,-48,0,64623,-49,0,64311,-51,0,49378,-51,0,52342,-48,0,41004,-50,0,43538,-49,0,34166,-50,0,35717,-49,0,28524,-48,0,64623,-49,0,64311,-51,0,49378,-51,0,52342,-48,0,41004,-50,0,43538,-49,0,34166,-50,0,35717,-49,0,28524,-48,0,64623,-49,0,64311,-51,0,49378,-51,0,52342,-48,0,41004,-50,0,43538,-49,0,34166,-50,0,35717,-49,0,28524,-48,0,64623,-49,0,64311,-51,0,49378,-51,0,52342,-48,0,41004,-50,0,43538,-49,0,34166,-50,0,35717,-49,0,28524,-48,0,64623,-49,0,64311,-51,0,49378,-51,0,52342,-48,0,41004,-50,0,43538,-49,0,34166,-50,0,35717,-49,0,28524
1.0,-1,1,2931,-1,1,4920,-7,1,3758,-7,1,6102,-7,1,4642,-7,1,6986,-2,1,5928,-6,1,7225,-6,1,6167,5,1,8120,-1,1,4920,-7,1,3758,-7,1,6102,-7,1,4642,-7,1,6986,-2,1,5928,-6,1,7225,-6,1,6167,5,1,8120,-1,1,4920,-7,1,3758,-7,1,6102,-7,1,4642,-7,1,6986,-2,1,5928,-6,1,7225,-6,1,6167,5,1,8120,-1,1,4920,-7,1,3758,-7,1,6102,-7,1,4642,-7,1,6986,-2,1,5928,-6,1,7225,-6,1,6167,5,1,8120,-1,1,4920,-7,1,3758,-7,1,6102,-7,1,4642,-7,1,6986,-2,1,5928,-6,1,7225,-6,1,6167,5,1,8120,-1,1,4920,-7,1,3758,-7,1,6102,-7,1,4642,-7,1,6986,-2,1,5928,-6,1,7225,-6,1,6167,5,1,8120,-1,1,4920,-7,1,3758,-7,1,6102,-7,1,4642,-7,1,6986,-2,1,5928,-6,1,7225,-6,1,6167,5,1,8120,-1,1,4920,-7,1,3758,-7,1,6102,-7,1,4642,-7,1,6986,-2,1,5928,-6,1,7225,-6,1,6167,5,1,8120,-1,1,4920,-7,1,3758,-7,1,6102,-7,1,4642,-7,1,6986,-2,1,5928,-6,1,7225,-6,1,6167,5,1,8120
1.0,29,1,47728,29,1,51487,26,1,40017,26,1,43073,29,1,35823,29,1,39622,24,1,32643,24,1,35288,21,1,30235,21,1,33347,29,1,51487,26,1,40017,26,1,43073,29,1,35823,29,1,39622,24,1,32643,24,1,35288,21,1,30235,21,1,33347,29,1,51487,26,1,40017,26,1,43073,29,1,35823,29,1,39622,24,1,32643,24,1,35288,21,1,30235,21,1,33347,29,1,51487,26,1,40017,26,1,43073,29,1,35823,29,1,39622,24,1,32643,24,1,35288,21,1,30235,21,1,33347,29,1,51487,26,1,40017,26,1,43073,29,1,35823,29,1,39622,24,1,32643,24,1,35288,21,1,30235,21,1,33347,29,1,51487,26,1,40017,26,1,43073,29,1,35823,29,1,39622,24,1,32643,24,1,35288,21,1,30235,21,1,33347,29,1,51487,26,1,40017,26,1,43073,29,1,35823,29,1,39622,24,1,32643,24,1,35288,21,1,30235,21,1,33347,29,1,51487,26,1,40017,26,1,43073,29,1,35823,29,1,39622,24,1,32643,24,1,35288,21,1,30235,21,1,33347,29,1,51487,26,1,40017,26,1,43073,29,1,35823,29,1,39622,24,1,32643,24,1,35288,21,1,30235,21,1,33347
0.0,-20,0,3778,-20,0,1467,-23,0,4359,-22,0,1782,-23,0,3280,-23,0,1363,-23,0,2304,-25,0,1154,-9,0,1501,-9,0,424,-20,0,1467,-23,0,4359,-22,0,1782,-23,0,3280,-23,0,1363,-23,0,2304,-25,0,1154,-9,0,1501,-9,0,424,-20,0,1467,-23,0,4359,-22,0,1782,-23,0,3280,-23,0,1363,-23,0,2304,-25,0,1154,-9,0,1501,-9,0,424,-20,0,1467,-23,0,4359,-22,0,1782,-23,0,3280,-23,0,1363,-23,0,2304,-25,0,1154,-9,0,1501,-9,0,424,-20,0,1467,-23,0,4359,-22,0,1782,-23,0,3280,-23,0,1363,-23,0,2304,-25,0,1154,-9,0,1501,-9,0,424,-20,0,1467,-23,0,4359,-22,0,1782,-23,0,3280,-23,0,1363,-23,0,2304,-25,0,1154,-9,0,1501,-9,0,424,-20,0,1467,-23,0,4359,-22,0,1782,-23,0,3280,-23,0,1363,-23,0,2304,-25,0,1154,-9,0,1501,-9,0,424,-20,0,1467,-23,0,4359,-22,0,1782,-23,0,3280,-23,0,1363,-23,0,2304,-25,0,1154,-9,0,1501,-9,0,424,-20,0,1467,-23,0,4359,-22,0,1782,-23,0,3280,-23,0,1363,-23,0,2304,-25,0,1154,-9,0,1501,-9,0,424
