MultiClassTsetlinMachineParallel,Parallel,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10,Epoch11,Epoch12,Epoch13,Epoch14,Epoch15
Settings:
Clauses:,32000.0
Threshold:,12000.0
S:,80.0
90_9x9Aya_Draw0,,90.4584,90.8100,90.6253,91.3364,90.7952,91.0750,91.2149,91.4886,91.5199,91.2125,91.5181,91.5463,91.5402,91.4500,91.5862
90_9x9Aya_Draw1,,89.9742,90.4958,91.3064,91.0898,91.5402,91.4966,91.2837,91.7690,91.2585,91.7218,91.4586,91.7328,91.5481,91.6813,91.6383
90_9x9Aya_Draw2,,90.0620,90.1332,90.9670,91.3346,90.8449,91.4395,91.5083,91.4978,91.5353,91.7298,91.2389,91.7586,91.5089,91.4150,91.4395
90_9x9Aya_Draw3,,90.5461,90.3326,91.3463,90.8922,91.5132,91.5567,91.6610,91.5138
