orig_result,0_loss_pro,0_loss_neg,0_win_pro,0_win_neg,0_draw_pro,0_draw_neg,0_area_score,1_loss_pro,1_loss_neg,1_win_pro,1_win_neg,1_draw_pro,1_draw_neg,1_area_score,2_loss_pro,2_loss_neg,2_win_pro,2_win_neg,2_draw_pro,2_draw_neg,2_area_score,3_loss_pro,3_loss_neg,3_win_pro,3_win_neg,3_draw_pro,3_draw_neg,3_area_score,4_loss_pro,4_loss_neg,4_win_pro,4_win_neg,4_draw_pro,4_draw_neg,4_area_score,5_loss_pro,5_loss_neg,5_win_pro,5_win_neg,5_draw_pro,5_draw_neg,5_area_score,6_loss_pro,6_loss_neg,6_win_pro,6_win_neg,6_draw_pro,6_draw_neg,6_area_score,7_loss_pro,7_loss_neg,7_win_pro,7_win_neg,7_draw_pro,7_draw_neg,7_area_score,8_loss_pro,8_loss_neg,8_win_pro,8_win_neg,8_draw_pro,8_draw_neg,8_area_score,9_loss_pro,9_loss_neg,9_win_pro,9_win_neg,9_draw_pro,9_draw_neg,9_area_score
1.0,1872,21323,20519,2520,1098,3458,6,1872,22439,21473,2520,1198,3458,6,785,21676,18053,1732,1198,3458,2,1872,18674,17949,1609,1324,4015,6,891,17716,16992,1690,1323,2572,1,891,17716,16992,821,1435,2572,2,891,16391,16014,821,1471,3243,2,891,16793,16014,821,1506,3243,2,0,16793,16014,821,1506,3243,-2,0,16793,16014,821,1506,3243,-2
1.0,0,16918,17921,0,49,13804,7,0,16918,20028,0,58,12428,8,0,15958,15436,0,61,11569,11,0,15958,17271,0,58,11670,10,0,14591,14985,0,87,8352,10,0,15926,16075,0,87,9056,10,0,11857,14973,0,87,8813,10,0,15926,15983,0,121,9155,10,0,12892,15029,0,223,8196,11,0,12892,15029,0,223,8196,11
1.0,0,107531,84116,883,4,29753,41,0,111794,89571,0,4,31496,60,0,96614,76031,883,4,24292,40,0,99262,80229,883,4,23656,41,0,89957,68328,0,4,26035,40,1068,85118,74666,883,4,23837,41,1068,80672,64561,883,4,19866,40,1068,82175,68729,883,4,21842,40,0,75574,61840,0,15,20557,42,0,75574,61840,0,15,20557,42
1.0,659,115525,108634,0,0,41781,64,659,123068,113513,0,0,42447,64,659,109925,98860,0,0,39653,57,659,111998,103598,0,0,39379,56,659,102058,91226,0,0,35824,49,0,106236,96574,0,0,37887,50,0,92247,84316,0,6,34490,50,0,102436,90176,0,6,35513,50,0,88364,82570,0,6,33803,58,0,88364,82570,0,6,33803,58
1.0,3792,7026,14765,7297,330,9410,-14,3792,7026,14765,3906,330,9410,-11,3792,7026,11007,4571,330,10224,-12,4577,7026,12109,3906,330,9655,-12,4577,5888,9744,3906,330,9655,-12,2348,5888,9724,2937,336,9655,-12,2348,3533,7457,2937,337,11144,-13,2348,5888,8388,2937,406,8832,-10,2348,861,7942,2750,338,7126,-13,2348,861,7942,2750,338,7126,-13
1.0,1735,7741,11066,2665,46,6656,-4,844,7741,12962,939,114,7443,-4,844,6884,8426,939,114,6475,-4,844,6884,8426,0,114,5575,0,844,5929,6036,0,114,4692,0,844,5693,7356,771,114,6535,-7,0,4905,4555,0,123,5357,0,844,5635,4710,0,114,5059,-6,1153,5200,4256,0,347,6882,3,1153,5200,4256,0,347,6882,3
1.0,0,5398,3940,391,149,8811,6,0,5398,5417,0,155,8811,6,0,4802,4357,0,172,8953,6,0,4802,5200,0,182,9484,6,0,3840,4150,0,182,9484,6,604,4436,5091,0,171,9631,5,604,4436,4031,0,194,8683,3,604,4436,4248,0,210,9617,5,604,3770,4248,0,258,10877,5,604,3770,4248,0,258,10877,5
1.0,1740,5638,6300,835,76,10217,-2,1740,6697,7259,835,76,10217,-2,862,3654,6085,835,92,10393,-2,862,4643,6987,835,95,11194,-2,1740,5823,6129,835,79,9827,-2,862,5823,7123,835,82,9827,-2,862,4764,7123,835,199,10568,-2,862,4864,7123,0,160,8991,1,862,6341,7760,0,125,10228,-3,862,6341,7760,0,125,10228,-3
1.0,1281,20645,21347,6004,101,4976,3,1281,21469,21347,3015,101,5868,3,1281,16359,19037,6004,153,6015,-2,1281,17183,19037,3015,153,5868,-2,1281,14614,16806,3015,153,6804,-2,1281,9262,17743,2288,166,5868,1,1281,7180,16635,2288,166,4664,-2,1281,7180,17522,2288,166,4218,-2,1281,7116,16215,1745,176,4665,0,1281,7116,16215,1745,176,4665,0
1.0,806,42243,34510,0,116,13033,29,806,44336,38007,0,116,14033,29,806,41337,28950,0,116,13219,19,806,42325,31196,0,116,12576,25,806,37340,26083,0,164,12925,29,806,37340,27324,0,164,12925,29,806,28732,22605,0,164,12925,25,0,28970,24431,0,133,12865,22,0,28936,22975,0,133,12903,21,0,28936,22975,0,133,12903,21
1.0,4154,3476,9216,4369,35,6958,-7,4154,3476,10506,2467,35,6958,-4,5333,1411,8495,2467,41,6273,-7,3425,1411,8495,1415,41,6273,-10,3425,1411,7018,1415,41,6273,-11,2475,1411,7971,1415,41,6273,-11,2475,1411,6666,1415,66,6273,-11,2475,1411,6738,661,41,6273,-11,2475,646,5847,661,41,6273,-12,2475,646,5847,661,41,6273,-12
1.0,2787,35624,35746,1231,23,18970,11,2787,35624,38006,0,23,19761,11,2787,34535,31659,0,23,19386,9,2787,36241,34240,0,23,21043,9,2787,29402,27815,0,117,19311,9,2787,29402,28940,0,267,19311,9,839,20431,23623,0,117,17089,10,1948,16662,25135,0,145,17050,18,1836,20762,23324,733,109,14821,16,1836,20762,23324,733,109,14821,16
1.0,1020,20969,14510,2716,805,7470,3,0,21807,15463,2716,807,6798,6,1077,14601,11765,2716,812,6171,6,579,19457,11733,1731,807,6798,3,1414,18739,9654,1731,807,7431,-4,1414,14169,9654,1731,709,9023,-4,1077,7476,8499,1731,714,7949,-2,1414,12032,8546,1731,709,7613,-4,0,11231,8546,1731,722,7613,-5,0,11231,8546,1731,722,7613,-5
1.0,1494,29748,36914,701,156,13953,28,1494,30584,39051,701,156,14774,28,1494,27590,30747,701,156,13826,25,1494,27466,32553,0,156,14450,26,0,24539,26620,0,331,13311,23,0,25375,28757,0,331,14756,23,0,19708,23712,0,331,11088,23,0,19708,25486,0,492,11735,23,0,19106,23282,0,324,13487,21,0,19106,23282,0,324,13487,21
1.0,2996,5807,6652,0,249,9468,9,2996,5807,9357,0,249,10053,10,2996,5807,7089,0,249,8766,9,2996,5807,8728,0,249,9499,15,1955,5807,7140,0,249,8542,9,1955,6992,8117,0,260,9178,9,2996,4934,6918,0,249,10026,38,1081,5400,7860,0,406,11147,14,2122,4527,7781,0,406,12631,38,2122,4527,7781,0,406,12631,38
1.0,1087,10839,17267,729,40,9260,25,1087,10839,19368,729,40,11130,25,1087,7336,14859,729,40,10446,25,1813,7416,17107,1703,40,10872,24,1087,4390,12835,729,40,10446,25,1087,5299,13897,729,46,11119,25,1813,2178,11752,1703,89,10188,18,1087,5036,11756,0,89,9087,16,1087,4716,10693,0,89,8161,17,1087,4716,10693,0,89,8161,17
1.0,0,55907,55887,0,33,29846,25,0,58928,58416,0,33,32298,25,0,48443,48016,0,37,28408,31,0,51464,50545,0,37,30144,31,0,46761,42068,0,37,27343,25,0,38967,44367,0,52,28779,26,0,38607,36820,0,52,25978,26,0,50779,39206,0,51,26515,31,0,39090,35196,0,51,24374,31,0,39090,35196,0,51,24374,31
1.0,0,49434,37269,818,17,16111,17,0,50246,39919,0,17,16111,17,0,42627,31039,818,17,15390,16,0,44652,33935,818,17,17306,16,0,40234,25485,818,17,17306,15,0,40234,27371,818,17,17306,16,0,33058,21454,0,17,15705,9,0,33945,23527,0,21,16714,10,0,33839,21775,0,21,19346,9,0,33839,21775,0,21,19346,9
1.0,1800,8806,12431,676,217,9901,4,1800,8806,13873,676,217,9901,4,1800,8806,11638,676,292,9726,4,1800,9807,12810,676,326,9726,4,1800,9889,10807,676,359,9164,4,1800,9889,12046,0,365,10739,-22,1800,9092,10926,0,528,9911,-22,1800,10017,12088,0,539,9177,-22,794,11089,12860,0,590,9177,-22,794,11089,12860,0,590,9177,-22
1.0,1787,24988,28746,0,67,19035,25,839,27920,33275,0,67,20189,26,948,24135,26784,0,67,16593,27,0,27067,31313,0,67,17747,28,0,25034,24404,0,67,17747,28,0,25047,26964,0,67,18006,27,0,17215,22140,0,67,14376,20,0,17215,25183,0,74,14376,22,0,15281,23294,0,77,12151,25,0,15281,23294,0,77,12151,25
1.0,2051,11722,15870,0,124,9352,18,1006,11722,17433,0,124,9352,18,1006,10446,14398,0,124,10426,18,1006,11419,15854,0,124,10969,18,1006,9998,13736,0,124,11742,11,1006,10910,14855,0,124,11095,11,1006,10910,12805,0,226,11095,11,1006,10910,13749,0,124,10336,10,1006,10910,13749,0,139,11345,11,1006,10910,13749,0,139,11345,11
1.0,0,101247,83963,0,131,34932,56,0,103138,89906,0,131,37497,56,0,86468,74849,0,131,33842,34,0,87488,78327,0,131,34514,37,0,69484,68064,0,131,32835,36,0,71545,71297,0,131,34723,36,0,64431,62578,0,0,30228,38,0,66492,65811,0,0,31383,38,0,64292,60547,0,58,30558,38,0,64292,60547,0,58,30558,38
1.0,6084,7481,7618,715,169,7708,-7,6084,7481,8840,715,198,10054,-7,6084,5318,7393,715,198,10054,-7,5186,5318,8566,715,278,10054,-7,6084,4505,7176,715,198,11726,-7,5186,4505,8349,715,278,11726,-7,6084,3739,6936,715,198,10062,-6,5292,3739,6936,0,199,10062,-6,897,2773,7202,0,278,11288,26,897,2773,7202,0,278,11288,26
1.0,0,45772,46444,0,34,14521,31,0,48601,48823,0,34,15225,32,0,37559,38200,0,34,15262,30,0,36589,40142,0,55,15262,30,0,34041,33487,0,55,15262,30,0,37149,35389,0,55,15988,30,0,32164,29194,0,55,14949,33,0,33530,31253,0,35,12253,32,0,32810,29510,911,35,10755,41,0,32810,29510,911,35,10755,41
1.0,894,11350,6174,2015,0,4416,3,894,12341,7965,2015,0,4416,3,894,9245,6926,3056,0,4416,-3,0,9245,8045,1595,125,5941,-3,0,8353,6889,1595,138,5941,-4,0,6945,7130,554,184,5015,-2,0,6053,5974,554,197,5015,-3,0,7737,7130,835,184,5015,-2,0,6845,5974,0,197,5015,2,0,6845,5974,0,197,5015,2
1.0,3655,14299,11683,4451,154,6364,-1,3051,14299,11683,2492,181,6364,0,3051,13434,9116,2492,181,6364,-1,3051,13434,10100,1949,181,6364,6,3922,10434,6887,1585,229,6575,-1,3922,10434,7888,1585,243,6208,0,3051,7646,6393,1949,195,5997,6,3051,7646,7506,1949,195,5354,11,3051,7646,7072,1042,195,5886,5,3051,7646,7072,1042,195,5886,5
1.0,1209,47360,39483,0,22,21528,10,1209,49196,42795,0,22,23056,10,1209,38968,33566,0,22,21423,10,604,42228,35943,0,22,21423,11,604,34646,28532,0,22,19760,11,604,34123,30604,0,22,22352,10,604,31693,25343,0,22,21144,9,604,30839,26633,0,27,21838,9,604,24854,24423,0,22,18250,8,604,24854,24423,0,22,18250,8
1.0,1202,31442,30791,478,32,11311,10,1202,33583,33678,478,32,10690,10,2011,27406,24444,478,32,9535,9,2011,27893,26348,0,32,9535,12,2011,20901,20120,0,32,8803,12,2011,20901,21282,0,50,8803,12,2011,15636,17019,0,74,9559,1,2011,14326,18416,0,78,7837,1,2011,11951,16694,0,102,8606,4,2011,11951,16694,0,102,8606,4
1.0,1802,10354,23313,1302,95,7955,11,1802,10354,24064,807,95,7955,12,993,7211,18140,807,95,7955,11,993,7211,19371,807,97,8591,11,993,7211,15779,1302,133,8075,9,993,7211,15555,0,148,8591,9,0,6494,14410,1302,134,6558,10,0,6494,14410,0,149,6558,10,0,5759,13190,0,149,6783,10,0,5759,13190,0,149,6783,10
1.0,4584,10673,10577,9543,148,5800,-8,2865,9700,10577,8592,160,5800,-8,2865,7748,7365,8592,160,5800,-5,1775,7748,7365,7766,160,4895,-5,1775,4944,5261,7766,167,5612,-6,2865,4523,7254,7273,486,4895,-5,2865,7051,4954,8677,422,5831,-5,2865,3634,6208,6315,512,4895,-3,1775,3536,6173,6341,215,6548,-6,1775,3536,6173,6341,215,6548,-6
1.0,4017,11951,7890,2397,77,4916,-3,4017,11951,11184,1633,77,5504,8,4017,8007,9153,1633,130,4701,8,2655,11951,11073,604,77,5504,8,2655,8007,9042,604,130,4701,8,2655,8007,10650,604,130,4701,8,3510,8007,8698,604,237,4701,8,3510,8007,9816,604,130,4701,9,2341,5147,9494,604,130,4701,3,2341,5147,9494,604,130,4701,3
1.0,720,41372,37771,0,86,11071,21,720,42389,42634,0,86,11071,24,720,35205,35326,0,86,10339,24,720,36580,39203,0,86,12326,24,720,31262,33201,0,94,12144,23,720,32153,34363,0,94,12144,23,720,27551,29167,0,153,7866,23,720,27460,30143,0,153,8547,23,720,25845,28320,0,139,13280,28,720,25845,28320,0,139,13280,28
1.0,0,7677,9181,543,33,6354,13,0,7677,10301,543,33,6354,13,0,6380,8089,543,101,4047,17,0,6380,9209,543,101,4047,17,0,6380,7904,543,184,4334,17,0,6380,8687,543,192,4334,17,0,5420,7699,543,199,4334,16,0,6838,7699,0,199,4334,16,0,6430,7115,0,214,6486,18,0,6430,7115,0,214,6486,18
1.0,1107,16723,9774,935,137,13367,19,1107,17689,11754,935,137,13367,19,1107,16557,8889,935,137,12398,19,1107,17395,10805,935,137,13859,19,1107,17395,7958,935,137,13859,19,1107,18500,9155,935,147,14343,19,1107,14926,7739,935,141,13859,15,1107,16031,8936,935,151,14343,15,1107,13170,8684,935,421,15613,14,1107,13170,8684,935,421,15613,14
1.0,0,37374,36939,1129,181,20516,24,0,42928,40826,1968,181,21545,24,0,41083,32678,1968,181,20187,23,0,39271,33538,0,190,20187,23,0,31916,28108,0,190,18574,22,0,31916,30663,0,190,18574,23,0,30224,25958,0,200,15846,22,0,29828,30101,1968,211,17740,23,0,30343,26071,0,200,17324,22,0,30343,26071,0,200,17324,22
1.0,0,32230,31407,1716,266,7119,14,0,33269,34764,1716,266,7786,17,0,27209,27642,1716,266,7786,17,0,27209,28684,699,268,7786,17,0,26768,22882,699,275,7786,18,0,25492,24982,699,277,7786,18,0,26484,20055,699,275,7292,11,0,19139,21070,699,277,8478,12,0,16889,18803,699,277,7274,14,0,16889,18803,699,277,7274,14
1.0,2946,26900,20792,962,65,3271,14,2946,22907,21989,0,65,3271,15,1838,22091,18034,0,65,3271,15,1838,21032,19173,0,73,2670,15,1838,20402,15850,0,73,1856,15,1838,20402,16839,0,73,1856,15,1838,19755,15497,0,120,1856,15,1838,19755,16486,0,120,1856,15,1838,20010,16474,0,136,1856,12,1838,20010,16474,0,136,1856,12
1.0,0,8303,9353,708,167,4033,11,0,8303,10412,708,167,3302,11,0,7668,8900,708,242,3675,11,0,7668,9817,708,242,3675,11,0,4851,8758,708,242,4745,10,0,5489,9673,708,253,4745,11,0,5489,9673,1676,253,6120,11,0,5489,9673,708,278,6805,12,0,4819,9567,708,361,4007,10,0,4819,9567,708,361,4007,10
1.0,2735,6473,5340,4460,36,9346,7,1769,6473,5340,2505,36,7575,11,1769,2886,4423,3031,45,7575,11,1769,2886,4423,2011,45,7835,11,966,4044,2969,1793,86,10238,5,0,4044,2969,829,86,8467,9,0,4044,2137,829,95,9020,9,0,2939,2969,829,86,6562,8,0,2052,2969,0,369,7086,8,0,2052,2969,0,369,7086,8
1.0,2952,8754,12070,3080,19,6804,14,2952,9400,15044,3080,19,7489,14,2952,8105,11554,3080,19,6072,14,2062,8943,14516,3080,19,6798,14,2062,6480,11059,3080,19,5872,14,2062,5479,13035,3080,21,4543,14,2062,3766,9079,1644,20,5291,13,953,5345,10992,1644,42,5802,20,2062,2471,10750,1644,144,5158,12,2062,2471,10750,1644,144,5158,12
1.0,0,25051,32607,0,259,7409,13,0,25051,34873,0,268,7409,18,0,21323,28447,771,304,7112,14,0,22285,30451,771,304,8693,14,0,19199,24719,771,322,7816,4,0,17033,26807,771,376,8693,3,0,12952,21370,771,322,8035,4,0,13634,22681,0,338,5276,4,0,11288,20041,0,338,6168,5,0,11288,20041,0,338,6168,5
1.0,1089,17902,17416,592,469,3124,2,1089,17902,19538,592,495,3124,5,1089,15837,15360,592,495,4054,4,1089,17145,16827,592,595,4054,4,2051,12753,13374,592,595,4619,1,2051,12753,14480,592,716,4619,1,2051,10415,11340,592,723,4619,7,2051,10415,12117,592,723,4619,7,3193,11156,12291,1700,844,3754,7,3193,11156,12291,1700,844,3754,7
1.0,0,6046,9298,0,550,4881,18,0,6046,10198,0,550,4881,18,0,5223,8742,0,550,4881,17,0,5223,9010,0,641,5318,24,0,4459,7762,0,650,5318,24,0,4459,8662,0,650,5318,24,0,3390,7682,0,650,3474,24,0,3184,8220,0,948,4702,27,0,3942,7320,0,994,4231,24,0,3942,7320,0,994,4231,24
1.0,2400,5336,11876,1657,139,8404,-1,2400,5336,12853,1657,142,8404,4,2400,6340,8752,712,163,9695,-2,2400,6340,9729,712,166,9695,3,2400,6340,8447,712,163,9695,-5,2400,6340,9424,712,166,9695,0,2400,5251,8279,712,166,9695,-1,2400,5251,8279,0,232,9695,-1,2400,5251,8279,0,245,8895,4,2400,5251,8279,0,245,8895,4
1.0,1650,19506,26717,2040,238,6070,5,1650,19506,27779,885,244,6070,5,1650,16040,20302,0,33,6070,5,756,16804,21291,0,33,6193,5,756,10860,17667,0,33,6193,5,756,10860,18588,0,33,6193,5,756,9461,14310,0,120,5890,5,756,9461,15260,0,120,5232,5,756,9461,11977,0,120,5232,4,756,9461,11977,0,120,5232,4
1.0,0,61479,49058,783,18,25239,24,0,65814,54711,783,18,26082,29,0,56672,45844,783,18,23693,28,0,58750,50261,0,18,23693,28,0,51064,43113,0,18,18539,28,0,52006,46555,0,18,18539,28,0,40310,40494,0,18,16853,31,0,40803,43917,0,18,18499,32,0,35460,42373,0,104,16106,32,0,35460,42373,0,104,16106,32
1.0,5251,26783,25190,743,217,11180,16,5251,28467,29105,743,217,12179,16,5251,27372,23956,743,217,12993,4,4164,25013,26380,743,217,12873,4,4164,18569,22177,743,217,14119,4,4164,20311,23401,743,217,14119,4,4164,15868,20237,743,217,13554,4,2944,15868,21244,743,217,13554,7,2944,12084,20583,743,223,14277,9,2944,12084,20583,743,223,14277,9
1.0,0,56313,40353,0,6,24209,39,0,59369,45641,0,6,25363,39,0,47114,36973,0,6,21107,39,0,50368,40822,0,12,21381,35,0,45460,34511,0,12,22061,35,0,47938,37373,0,12,19476,35,0,36567,31603,0,12,16938,35,0,44831,35178,0,12,18852,35,0,43976,32336,0,12,18137,35,0,43976,32336,0,12,18137,35
1.0,839,6241,9149,0,0,10048,-3,839,6241,10176,0,89,10048,-3,839,5319,8082,0,89,9322,-4,839,5319,9095,0,94,9040,-3,839,4821,7103,0,134,10116,0,839,4821,8116,0,139,9834,1,839,4821,7073,0,139,9834,0,839,4821,7903,0,157,9834,0,839,3036,7903,0,186,9834,1,839,3036,7903,0,186,9834,1
1.0,1401,28386,24842,4700,356,6292,14,1401,28386,24656,2001,373,6292,18,1401,23026,19465,2001,373,5485,14,2210,19615,20202,902,381,6292,19,2210,17106,17447,2001,373,5485,14,1594,16133,17475,902,360,5485,15,1594,15332,14552,902,377,6132,5,809,15332,15791,902,377,7092,6,785,14646,14604,902,435,7361,7,785,14646,14604,902,435,7361,7
1.0,0,8766,7670,1683,55,7044,1,0,9686,10577,1683,55,7683,1,0,7796,5752,0,55,7044,4,0,6571,8657,0,55,7683,4,0,5601,5780,0,55,7683,4,0,5601,6886,0,57,7683,4,0,5601,5738,0,55,7435,17,0,5601,6844,0,57,7435,17,0,5601,6809,0,59,6465,17,0,5601,6809,0,59,6465,17
1.0,4580,2315,5207,861,216,5499,4,2656,2961,6375,861,283,6149,5,2656,2961,4998,861,283,6149,4,1791,3773,6110,861,284,6747,4,1791,4583,6110,861,284,6747,1,1791,4583,7042,861,351,6747,2,1791,4583,7042,861,351,6104,52,889,4583,7042,0,351,5475,67,889,1410,7042,0,363,6882,74,889,1410,7042,0,363,6882,74
1.0,0,24077,24916,0,32,13586,29,0,24077,27608,0,32,13586,29,0,18708,21592,0,32,13586,22,0,18708,23323,0,32,12854,22,0,16055,17876,0,42,12854,21,0,17788,19426,0,42,12749,21,0,14873,15322,0,46,13744,21,0,15757,17026,0,54,13115,21,0,13941,15237,0,54,10916,18,0,13941,15237,0,54,10916,18
1.0,6097,2360,6857,1290,58,9049,-6,4863,3198,8036,1290,58,9617,-5,5719,3198,6089,1290,58,10234,13,5719,3198,6945,1290,80,10753,14,4467,1149,4463,537,80,7968,-1,4467,1987,5642,537,80,9665,18,3611,838,4463,1221,99,10149,14,4467,1987,4810,537,80,9665,19,3341,0,4463,537,114,5825,1,3341,0,4463,537,114,5825,1
1.0,6659,12318,11252,5531,359,2992,-1,6659,12318,13381,4922,342,4021,-1,5710,11322,9486,4922,342,3095,-2,5800,9942,10703,4318,354,4667,-5,5710,7851,7117,3195,349,3095,-3,5800,9062,10113,4318,413,4667,-6,4545,6548,6806,2369,505,3888,-2,5800,7333,8023,2591,434,5460,-7,2440,4762,6281,604,505,2780,-2,2440,4762,6281,604,505,2780,-2
1.0,1285,35313,34044,873,15,18432,25,1285,37920,38797,0,15,19101,26,1285,32394,31642,0,15,18375,25,0,39628,35400,0,15,18587,20,0,32495,29148,0,39,15919,19,0,34102,32606,0,15,18575,20,0,27800,26750,0,15,13069,20,0,28546,28689,0,204,14027,21,0,21260,25312,0,204,16585,23,0,21260,25312,0,204,16585,23
1.0,5366,18512,20514,5059,0,5050,-1,3294,20716,21626,2964,125,5050,2,4592,18228,16957,2964,125,4461,2,3485,15128,18780,2964,125,5512,13,4114,12207,15572,2964,125,6317,5,4104,7339,17128,2964,125,4981,5,4104,7339,13993,2964,125,4981,4,4104,7339,14682,1773,278,4981,5,4733,6614,13325,947,278,4406,5,4733,6614,13325,947,278,4406,5
1.0,6011,3971,5920,7069,92,8632,-18,4020,3971,7571,4264,92,9256,-17,4020,3971,5394,4264,379,8694,-17,3058,3236,6334,2403,92,7740,-5,3058,3236,5200,2403,92,7724,-6,3058,3236,6132,1621,92,7724,-6,3058,3236,5200,1621,92,9060,-6,3302,3256,6121,793,468,7220,-7,3058,3256,5828,0,213,9520,-6,3058,3256,5828,0,213,9520,-6
1.0,1494,44451,34290,0,92,18651,34,1494,47891,37477,0,92,18651,34,1494,42065,30562,0,92,16663,21,0,43958,33660,0,92,18309,21,1494,35580,28462,0,113,16402,21,0,36279,31560,0,113,18048,21,0,32252,27889,0,191,17185,21,0,32252,29969,0,191,18008,21,0,25580,27853,0,249,17367,22,0,25580,27853,0,249,17367,22
1.0,4146,12473,11717,1070,12,5532,7,3056,12473,12914,1070,46,5532,8,2888,11435,10349,1070,43,5643,7,1798,11435,11546,1070,77,5643,8,1798,10451,9432,1070,122,4905,8,3298,9364,13463,2095,20,4390,7,3298,8315,12007,2095,20,5119,7,2208,9364,12393,2095,54,4390,7,1258,7395,11476,2095,117,2850,0,1258,7395,11476,2095,117,2850,0
