MultiClassConvolutionalTsetlinMachine2D,Parallel,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10,Epoch11,Epoch12,Epoch13,Epoch14,Epoch15,Average,
Settings:
Clauses:,14000.0
Threshold:,32000.0
s:,27.0
Window_X:,5.0
Window_Y:,5.0
Shape_X:,9.0
Shape_Y:,9.0
Shape_Z:,2.0
9x9Natsukaze_Draw0,,79.8146,81.7686,82.2376,82.4830,83.3471,84.0766,83.0561,83.8074,83.7184,83.0605,83.7032,82.9628,83.4014,83.3319,81.9966,82.8510
9x9Natsukaze_Draw1,,79.7968,81.0604,82.2589,83.1057,83.6659,83.8656,83.8200,83.6615,82.2285,83.3011,83.0058,83.2251,83.1122,82.3914,82.9342,82.7622
9x9Natsukaze_Draw2,,78.0967,82.2437,83.0710,83.5443,83.5096,83.8852,82.2611,83.0319,83.5009,82.5586,83.1535,83.3901,83.0189,83.2338,83.1578,82.7771
9x9Natsukaze_Draw3,,78.2960,81.9350,81.7157,83.5743,83.4202,83.6677,83.5331,83.6503,83.7046,82.1912,83.1705,82.6146,83.4245,83.3290,83.3116,82.7692
9x9Natsukaze_Draw4,,79.3035,80.9384,82.7037,83.0750,83.5874,83.1205,83.8827,83.6525,83.7415,81.9915,82.6950,82.8926,81.6267,83.1054,83.2487,82.6377
9x9Natsukaze_Draw5,,79.9614,81.7005,82.7471,83.4701,82.6885,83.5961,83.6069,83.7003,82.8991,83.5222,83.3550,82.4865,83.0684,83.0967,82.9208,82.8546
9x9Natsukaze_Draw6,,79.8854,81.6028,82.9251,82.9751,83.6938,83.6851,83.7632,82.8405,83.5114,83.0467,83.2269,83.4050,83.2595,82.3823,83.0424,82.8830
9x9Natsukaze_Draw7,,79.6899,81.4291,83.1965,83.7328,84.0238,83.9369,83.3225,83.5287,83.4810,81.7613,83.7133,82.7493,83.3181,83.0641,82.2694,82.8811
9x9Natsukaze_Draw8,,80.2610,81.4204,83.2074,83.3529,83.3963,83.6742,83.4289,83.7350,82.8730,83.4310,82.9316,81.2229,83.1314,83.1857,83.2465,82.8332
9x9Natsukaze_Draw9,,79.5375,81.4808,83.2939,83.9496,83.5414,84.1429,84.0495,83.9757,83.8041,83.5240,83.1310,83.5631,82.9682,83.6131,82.8097,83.1590
mean,,79.4600,81.5600,82.7400,83.3300,83.4900,83.7700,83.4700,83.5600,83.3500,82.8400,83.2100,82.8500,83.0300,83.0700,82.8900,82.8413,
singel-highest/max,,84.1429,83.7700,
