MultiClassConvolutionalTsetlinMachine2D,Parallel,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10,Epoch11,Epoch12,Epoch13,Epoch14,Epoch15,
Settings:
Clauses:,32000.0
Threshold:,16000.0
s:,40.0
Window_X:,9.0
Window_Y:,9.0
Shape_X:,9.0
Shape_Y:,9.0
Shape_Z:,2.0
9x9Aya_Draw0,,92.6176,92.9983,93.6923,93.8859,93.3675,94.9479,94.5022,94.2483,94.9325,94.6637,95.5103,94.9701,95.3128,94.9774,95.5372
9x9Aya_Draw1,,92.512,93.709,93.8611,94.4393,95.359,95.0816,94.5287,95.7842,96.5829,95.553,96.4342,96.5898,95.4987,97.206,96.6188
9x9Aya_Draw2,,92.2543,92.7812,93.506,93.3252,93.7137,93.8321,94.4188,93.7099,94.3316,94.8577,94.4782,94.8808,94.5526,94.7039,95.144
