MultiClassTsetlinMachineParallel,Parallel,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10,Epoch11,Epoch12,Epoch13,Epoch14,Epoch15,Average,
Settings:
Clauses:,4000.0
Threshold:,2000.0
s:,27.0
9x9Natsukaze_Draw0,,80.7330,81.5906,81.7817,81.3040,81.3583,81.4516,81.2628,80.8980,81.0565,81.3496,81.0413,81.1173,81.1129,80.8958,81.5255,81.2319
9x9Natsukaze_Draw1,,80.5567,79.9488,81.3535,81.0387,81.1560,80.8846,80.3939,80.4677,79.9357,80.9736,80.8303,80.0313,80.7695,80.8672,80.5914,80.6532
9x9Natsukaze_Draw2,,80.6739,81.3535,80.3135,78.8002,79.9422,80.1225,80.2397,80.4286,80.5068,79.4407,80.8694,81.1104,79.4906,80.6826,80.7651,80.3160
9x9Natsukaze_Draw3,,80.4759,81.2381,79.8441,81.3770,81.1360,80.9167,80.9471,81.0405,79.5857,79.5010,81.0622,80.8624,80.8711,80.7539,80.6192,80.6821
9x9Natsukaze_Draw4,,80.6344,81.4682,81.4791,81.0144,81.1838,81.2359,81.2120,81.3423,80.8233,80.8755,79.8311,80.7430,80.7256,81.1816,80.7343,80.9656
9x9Natsukaze_Draw5,,79.4772,81.1186,81.0361,80.6583,80.2566,81.1360,80.6431,80.6453,80.6909,80.8516,80.7083,80.1133,80.2523,80.6279,80.5780,80.5862
9x9Natsukaze_Draw6,,80.5281,80.6779,80.9145,81.3141,80.6866,80.7821,80.7083,80.2892,80.6171,80.9102,80.7256,80.1112,80.2979,80.5498,80.3326,80.6297
9x9Natsukaze_Draw7,,80.6822,81.0774,80.4325,78.4871,79.9071,81.0557,81.2554,80.5215,80.5107,80.9840,80.5259,80.2545,80.8494,80.8168,80.7148,80.5383
9x9Natsukaze_Draw8,,80.5845,80.9211,81.0274,81.2554,80.9775,80.7517,80.7430,80.2914,80.3500,80.8928,80.6366,80.7669,81.0991,81.0209,80.6779,80.7998
9x9Natsukaze_Draw9,,79.9045,81.2941,81.3723,81.4874,81.4678,80.7773,81.3679,81.0900,81.2094,80.9966,80.7752,81.3245,80.9358,81.2832,80.0434,81.0220
mean,,80.4250,81.0688,80.9555,80.6737,80.8072,80.9114,80.8773,80.7014,80.5286,80.6776,80.7006,80.6435,80.6404,80.8680,80.6582,80.7425,
singel-highest/max,,81.7817,81.0688,
