MultiClassConvolutionalTsetlinMachine2D,Parallel,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10,Epoch11,Epoch12,Epoch13,Epoch14,Epoch15,Average,
Settings:
Clauses:,14000.0
Threshold:,32000.0
s:,27.0
Window_X:,6.0
Window_Y:,6.0
Shape_X:,9.0
Shape_Y:,9.0
Shape_Z:,2.0
9x9Natsukaze_Draw0,,80.8633,83.2798,84.0592,85.2990,85.4944,85.7788,85.9069,85.4423,85.3880,85.3033,84.6259,85.6073,85.4466,84.5803,84.6672,84.7828
9x9Natsukaze_Draw1,,80.8911,83.2664,84.6516,85.0099,85.0121,85.3421,85.7112,85.7807,85.5961,84.7385,85.2943,84.9947,85.1944,84.5778,84.9013,84.7308
9x9Natsukaze_Draw2,,81.2841,83.6203,84.1218,84.9882,85.6157,85.6873,85.7351,85.5831,85.3247,85.6265,85.7155,85.3573,84.8687,84.3607,85.2509,84.8760
9x9Natsukaze_Draw3,,81.2554,83.1900,84.1280,84.9944,85.0812,84.7642,85.6240,85.5176,85.6892,85.4438,85.5545,85.2918,83.8219,85.3787,85.1225,84.7238
9x9Natsukaze_Draw4,,80.3392,82.5669,83.6026,85.0552,85.2137,85.5545,85.4395,85.3396,85.7869,85.6240,84.7881,85.2180,84.6144,82.6733,84.7794,84.4397
9x9Natsukaze_Draw5,,81.2315,82.9186,84.2149,85.0486,85.4807,85.6240,85.6479,85.0855,85.3808,85.3396,85.4134,84.8402,84.7034,85.2289,85.0204,84.7452
9x9Natsukaze_Draw6,,81.0600,83.4441,84.4863,85.0790,85.3895,85.4026,85.8216,85.6349,85.5111,85.5089,85.5241,85.3591,85.3114,85.1051,84.6383,84.8851
9x9Natsukaze_Draw7,,81.1404,83.6460,84.7012,84.9726,85.4699,85.7348,85.8108,85.6544,85.7369,85.0508,85.5524,85.6153,85.3526,85.2810,84.9596,84.9786
9x9Natsukaze_Draw8,,81.3184,83.5635,84.3734,84.9010,85.0964,85.6088,85.7261,85.8781,85.5828,85.5285,85.4047,85.3982,84.9314,85.2375,84.4884,84.8691
9x9Natsukaze_Draw9,,80.8750,83.7955,83.6500,85.4565,85.7062,86.0406,84.9571,85.9147,85.5303,85.6063,85.7952,85.8235,85.2720,85.3024,85.1569,84.9921
mean,,81.0300,83.3300,84.2000,85.0800,85.3600,85.5500,85.6400,85.5800,85.5500,85.3800,85.3700,85.3500,84.9500,84.7700,84.9000,84.8027,
singel-highest/max,,86.0406,85.6400,
